id,item
062c7e8c-1d3a-4703-a96c-2835d30ca51c,"{""active"":true,""adminFee"":1500,""basePrice"":800,""code"":""PP_HALO"",""createdAt"":""2018-01-04T00:00:00Z"",""description"":"""",""id"":""071e3d3d-75ee-4a8c-87b9-d2e54c28f90c"",""name"":""Telkomsel Pascabayar"",""operatorCode"":""telkomsel_postpaid"",""partnerId"":""e6cfd614-5dad-416d-9528-5c2cf524d9f7"",""problem"":false,""status"":true,""type"":""mobile_postpaid"",""userAdminFee"":0,""userSellPrice"":0,""version"":1}"
062fb3d7-461c-490d-ba7a-519931c208df,"{""active"":true,""adminFee"":2750,""basePrice"":20015,""code"":""PLN20"",""createdAt"":""2018-01-04T00:00:00Z"",""description"":"""",""id"":""0e474a15-68ae-4c01-b8b9-b26af6237ce1"",""name"":""PLN 20.000"",""operatorCode"":""pln"",""partnerId"":""e6cfd614-5dad-416d-9528-5c2cf524d9f7"",""problem"":false,""status"":true,""type"":""electricity"",""userAdminFee"":0,""userSellPrice"":0,""version"":1}"
062febb0-6e8b-4eed-9401-2b6cd80201cf,"{""active"":true,""adminFee"":0,""basePrice"":3575,""code"":""DATA_INDSTY1"",""createdAt"":""2018-01-04T00:00:00Z"",""description"":"""",""id"":""0f6ce4d4-0f98-4ca4-b011-3ce5bcc4ed8e"",""name"":""Indosat Yellow 1GB (masa aktif 1 hari)"",""operatorCode"":""indosat_data"",""partnerId"":""e6cfd614-5dad-416d-9528-5c2cf524d9f7"",""problem"":false,""status"":true,""type"":""data"",""userAdminFee"":0,""userSellPrice"":0,""version"":1}"
0638a6b0-079b-4ce7-936e-d41d8508d98a,"{""active"":true,""adminFee"":0,""basePrice"":5700,""code"":""TLKM5"",""createdAt"":""2018-01-04T00:00:00Z"",""description"":"""",""id"":""33df9a89-15c8-4992-99ac-21d73719e4e3"",""name"":""Telkomsel 5.000"",""operatorCode"":""telkomsel"",""partnerId"":""e6cfd614-5dad-416d-9528-5c2cf524d9f7"",""problem"":false,""status"":true,""type"":""mobile"",""userAdminFee"":0,""userSellPrice"":0,""version"":1}"
064f5eb6-9d99-4e3d-b0b8-63101846c75a,"{""active"":true,""adminFee"":0,""basePrice"":3575,""code"":""DATA_INDSTY1"",""createdAt"":""2018-01-05T00:00:00Z"",""description"":"""",""id"":""0f6ce4d4-0f98-4ca4-b011-3ce5bcc4ed8e"",""name"":""Indosat Yellow 1GB (masa aktif 1 hari)"",""operatorCode"":""indosat_data"",""partnerId"":""e6cfd614-5dad-416d-9528-5c2cf524d9f7"",""problem"":false,""status"":true,""type"":""data"",""userAdminFee"":0,""userSellPrice"":0,""version"":1}"
0655504f-c269-49d5-b861-4f3ae8e7a010,"{""active"":true,""adminFee"":0,""basePrice"":-1500,""code"":""PP_XL"",""createdAt"":""2018-01-05T00:00:00Z"",""description"":"""",""id"":""c4faf1f7-d8f6-48d7-94dd-a17733cdd3d1"",""name"":""XL Pascabayar"",""operatorCode"":""xl_postpaid"",""partnerId"":""e6cfd614-5dad-416d-9528-5c2cf524d9f7"",""problem"":false,""status"":true,""type"":""mobile_postpaid"",""userAdminFee"":0,""userSellPrice"":0,""version"":1}"
06560d0c-0a1a-4cea-b5fa-60180a524ce4,"{""active"":true,""adminFee"":2500,""basePrice"":1000,""code"":""BPJSKS"",""createdAt"":""2018-01-05T00:00:00Z"",""description"":"""",""id"":""d71ea092-dd91-407c-bdec-b6c1f85b3890"",""name"":""BPJS Kesehatan"",""operatorCode"":""bpjs"",""partnerId"":""e6cfd614-5dad-416d-9528-5c2cf524d9f7"",""problem"":false,""status"":true,""type"":""bpjs"",""userAdminFee"":0,""userSellPrice"":0,""version"":1}"
06639df9-bbf3-49bc-9167-72c2e9b62a5c,"{""active"":true,""adminFee"":0,""basePrice"":49200,""code"":""TLKM50"",""createdAt"":""2018-01-05T00:00:00Z"",""description"":"""",""id"":""4f66ff7e-2bda-42a0-ad14-71ff6da3da20"",""name"":""Telkomsel 50.000"",""operatorCode"":""telkomsel"",""partnerId"":""e6cfd614-5dad-416d-9528-5c2cf524d9f7"",""problem"":false,""status"":true,""type"":""mobile"",""userAdminFee"":0,""userSellPrice"":0,""version"":1}"
0665339d-36ca-41a1-b8d9-ef8cf42ff5c3,"{""active"":true,""adminFee"":0,""basePrice"":3575,""code"":""DATA_INDSTY1"",""createdAt"":""2018-01-05T00:00:00Z"",""description"":"""",""id"":""0f6ce4d4-0f98-4ca4-b011-3ce5bcc4ed8e"",""name"":""Indosat Yellow 1GB (masa aktif 1 hari)"",""operatorCode"":""indosat_data"",""partnerId"":""e6cfd614-5dad-416d-9528-5c2cf524d9f7"",""problem"":false,""status"":true,""type"":""data"",""userAdminFee"":0,""userSellPrice"":0,""version"":1}"
0666f51c-f20c-4d73-aaf9-d8fe9fc660fa,"{""active"":true,""adminFee"":0,""basePrice"":3575,""code"":""DATA_INDSTY1"",""createdAt"":""2018-01-05T00:00:00Z"",""description"":"""",""id"":""0f6ce4d4-0f98-4ca4-b011-3ce5bcc4ed8e"",""name"":""Indosat Yellow 1GB (masa aktif 1 hari)"",""operatorCode"":""indosat_data"",""partnerId"":""e6cfd614-5dad-416d-9528-5c2cf524d9f7"",""problem"":false,""status"":true,""type"":""data"",""userAdminFee"":0,""userSellPrice"":0,""version"":1}"
066998ad-8b51-4b2d-9c3d-a0519c24a795,"{""active"":true,""adminFee"":0,""basePrice"":3575,""code"":""DATA_INDSTY1"",""createdAt"":""2018-01-05T00:00:00Z"",""description"":"""",""id"":""0f6ce4d4-0f98-4ca4-b011-3ce5bcc4ed8e"",""name"":""Indosat Yellow 1GB (masa aktif 1 hari)"",""operatorCode"":""indosat_data"",""partnerId"":""e6cfd614-5dad-416d-9528-5c2cf524d9f7"",""problem"":false,""status"":true,""type"":""data"",""userAdminFee"":0,""userSellPrice"":0,""version"":1}"
0674d381-14ec-4ffe-9a57-45576e6279a8,"{""active"":true,""adminFee"":0,""basePrice"":49200,""code"":""TLKM50"",""createdAt"":""2018-01-05T00:00:00Z"",""description"":"""",""id"":""4f66ff7e-2bda-42a0-ad14-71ff6da3da20"",""name"":""Telkomsel 50.000"",""operatorCode"":""telkomsel"",""partnerId"":""e6cfd614-5dad-416d-9528-5c2cf524d9f7"",""problem"":false,""status"":true,""type"":""mobile"",""userAdminFee"":0,""userSellPrice"":0,""version"":1}"
0678e2d1-4cab-4c8a-944a-c876f2a13b40,"{""active"":true,""adminFee"":0,""basePrice"":10700,""code"":""AXIS10"",""createdAt"":""2018-01-05T00:00:00Z"",""description"":"""",""id"":""7044863e-b3a3-4edb-bdd2-d5fc425d8a2f"",""name"":""Axis 10.000"",""operatorCode"":""axis"",""partnerId"":""e6cfd614-5dad-416d-9528-5c2cf524d9f7"",""problem"":false,""status"":true,""type"":""mobile"",""userAdminFee"":0,""userSellPrice"":0,""version"":1}"
067a453c-ec14-4293-b5d9-a384f4f265b7,"{""active"":true,""adminFee"":2750,""basePrice"":100015,""code"":""PLN100"",""createdAt"":""2018-01-05T00:00:00Z"",""description"":"""",""id"":""948338bb-1896-4243-982f-946ccf23633e"",""name"":""PLN 100.000"",""operatorCode"":""pln"",""partnerId"":""e6cfd614-5dad-416d-9528-5c2cf524d9f7"",""problem"":false,""status"":true,""type"":""electricity"",""userAdminFee"":0,""userSellPrice"":0,""version"":1}"
067d13de-e4c4-4a31-9957-a86abfdab2b3,"{""active"":true,""adminFee"":0,""basePrice"":144900,""code"":""TLKM150"",""createdAt"":""2018-01-05T00:00:00Z"",""description"":"""",""id"":""660bab35-f871-4917-b39b-699d825db7c5"",""name"":""Telkomsel 150.000"",""operatorCode"":""telkomsel"",""partnerId"":""e6cfd614-5dad-416d-9528-5c2cf524d9f7"",""problem"":false,""status"":true,""type"":""mobile"",""userAdminFee"":0,""userSellPrice"":0,""version"":1}"
067f098c-09ef-4d5c-b043-e5b428f45df6,"{""active"":true,""adminFee"":0,""basePrice"":95800,""code"":""DATA_SMART100"",""createdAt"":""2018-01-05T00:00:00Z"",""description"":""Kuota 24 jam 20 GB, Kuota Malam 40 GB (01.00-04.59), Free On Net Call & Free HOOQ & SmartMusic Subscription. Masa aktif selama 30 Hari"",""id"":""011086a8-12e5-4481-baa6-82fb48f92a56"",""name"":""Smartfren Internet Volume 100.000"",""operatorCode"":""smartfren_data"",""partnerId"":""e6cfd614-5dad-416d-9528-5c2cf524d9f7"",""problem"":false,""status"":true,""type"":""data"",""userAdminFee"":0,""userSellPrice"":0,""version"":1}"
0687ffe6-5fd6-4d6b-8f45-641533363e03,"{""active"":true,""adminFee"":2750,""basePrice"":20015,""code"":""PLN20"",""createdAt"":""2018-01-05T00:00:00Z"",""description"":"""",""id"":""0e474a15-68ae-4c01-b8b9-b26af6237ce1"",""name"":""PLN 20.000"",""operatorCode"":""pln"",""partnerId"":""e6cfd614-5dad-416d-9528-5c2cf524d9f7"",""problem"":false,""status"":true,""type"":""electricity"",""userAdminFee"":0,""userSellPrice"":0,""version"":1}"
06884bcb-2530-41cc-b25f-5d2e6eb48f4e,"{""active"":true,""adminFee"":0,""basePrice"":3575,""code"":""DATA_INDSTY1"",""createdAt"":""2018-01-05T00:00:00Z"",""description"":"""",""id"":""0f6ce4d4-0f98-4ca4-b011-3ce5bcc4ed8e"",""name"":""Indosat Yellow 1GB (masa aktif 1 hari)"",""operatorCode"":""indosat_data"",""partnerId"":""e6cfd614-5dad-416d-9528-5c2cf524d9f7"",""problem"":false,""status"":true,""type"":""data"",""userAdminFee"":0,""userSellPrice"":0,""version"":1}"
06a3206f-35dd-4d68-ab07-aa6b6616c437,"{""active"":true,""adminFee"":0,""basePrice"":96550,""code"":""TLKM100"",""createdAt"":""2018-01-05T00:00:00Z"",""description"":"""",""id"":""219467ee-78ae-4388-8593-e630f4f40b96"",""name"":""Telkomsel 100.000"",""operatorCode"":""telkomsel"",""partnerId"":""e6cfd614-5dad-416d-9528-5c2cf524d9f7"",""problem"":false,""status"":true,""type"":""mobile"",""userAdminFee"":0,""userSellPrice"":0,""version"":1}"
06b1455d-bedf-41ed-ac4d-05dfbc848e5b,"{""active"":true,""adminFee"":0,""basePrice"":5700,""code"":""TLKM5"",""createdAt"":""2018-01-05T00:00:00Z"",""description"":"""",""id"":""33df9a89-15c8-4992-99ac-21d73719e4e3"",""name"":""Telkomsel 5.000"",""operatorCode"":""telkomsel"",""partnerId"":""e6cfd614-5dad-416d-9528-5c2cf524d9f7"",""problem"":false,""status"":true,""type"":""mobile"",""userAdminFee"":0,""userSellPrice"":0,""version"":1}"
06bc1547-5c9b-4471-a14a-ceadb0128a47,"{""active"":true,""adminFee"":0,""basePrice"":1270,""code"":""TLKM1"",""createdAt"":""2018-01-05T00:00:00Z"",""description"":"""",""id"":""9fe821b6-b29a-4753-b496-01cb19a1cf08"",""name"":""Telkomsel 1.000"",""operatorCode"":""telkomsel"",""partnerId"":""e6cfd614-5dad-416d-9528-5c2cf524d9f7"",""problem"":false,""status"":true,""type"":""mobile"",""userAdminFee"":0,""userSellPrice"":0,""version"":1}"
06be2ab0-51ce-43b2-ada0-3f0f6ba849bd,"{""active"":true,""adminFee"":0,""basePrice"":1171,""code"":""THREE1"",""createdAt"":""2018-01-05T00:00:00Z"",""description"":"""",""id"":""5759018c-8480-4e4c-a9a9-9234079bf3f0"",""name"":""Three 1.000"",""operatorCode"":""three"",""partnerId"":""e6cfd614-5dad-416d-9528-5c2cf524d9f7"",""problem"":false,""status"":true,""type"":""mobile"",""userAdminFee"":0,""userSellPrice"":0,""version"":1}"
06c24502-e50e-46e2-8dd9-0ec70ea3dbb5,"{""active"":true,""adminFee"":0,""basePrice"":96550,""code"":""TLKM100"",""createdAt"":""2018-01-05T00:00:00Z"",""description"":"""",""id"":""219467ee-78ae-4388-8593-e630f4f40b96"",""name"":""Telkomsel 100.000"",""operatorCode"":""telkomsel"",""partnerId"":""e6cfd614-5dad-416d-9528-5c2cf524d9f7"",""problem"":false,""status"":true,""type"":""mobile"",""userAdminFee"":0,""userSellPrice"":0,""version"":1}"
06c68db1-03e8-42ae-a2c6-0952beb9fdf2,"{""active"":true,""adminFee"":0,""basePrice"":96550,""code"":""TLKM100"",""createdAt"":""2018-01-05T00:00:00Z"",""description"":"""",""id"":""219467ee-78ae-4388-8593-e630f4f40b96"",""name"":""Telkomsel 100.000"",""operatorCode"":""telkomsel"",""partnerId"":""e6cfd614-5dad-416d-9528-5c2cf524d9f7"",""problem"":false,""status"":true,""type"":""mobile"",""userAdminFee"":0,""userSellPrice"":0,""version"":1}"
06ca9909-227d-4a03-9fe5-4aa296a9b597,"{""active"":true,""adminFee"":0,""basePrice"":10700,""code"":""AXIS10"",""createdAt"":""2018-01-05T00:00:00Z"",""description"":"""",""id"":""7044863e-b3a3-4edb-bdd2-d5fc425d8a2f"",""name"":""Axis 10.000"",""operatorCode"":""axis"",""partnerId"":""e6cfd614-5dad-416d-9528-5c2cf524d9f7"",""problem"":false,""status"":true,""type"":""mobile"",""userAdminFee"":0,""userSellPrice"":0,""version"":1}"
06d3f7cb-6026-4c8c-9bab-1d220f4f3f37,"{""active"":true,""adminFee"":0,""basePrice"":5900,""code"":""AXIS5"",""createdAt"":""2020-07-09T02:48:29Z"",""description"":"""",""id"":""66c542a0-2db3-4fa8-bc21-1b37238b7a90"",""name"":""Axis 5.000"",""operatorCode"":""axis"",""partnerId"":""e6cfd614-5dad-416d-9528-5c2cf524d9f7"",""problem"":false,""status"":false,""type"":""mobile"",""updatedAt"":""2020-11-03T22:40:03Z"",""userAdminFee"":0,""userSellPrice"":0,""version"":3339}"
06e000e3-d9c7-458f-8856-1f7f501e6513,"{""active"":true,""adminFee"":0,""basePrice"":3575,""code"":""DATA_INDSTY1"",""createdAt"":""2018-01-05T00:00:00Z"",""description"":"""",""id"":""0f6ce4d4-0f98-4ca4-b011-3ce5bcc4ed8e"",""name"":""Indosat Yellow 1GB (masa aktif 1 hari)"",""operatorCode"":""indosat_data"",""partnerId"":""e6cfd614-5dad-416d-9528-5c2cf524d9f7"",""problem"":false,""status"":true,""type"":""data"",""userAdminFee"":0,""userSellPrice"":0,""version"":1}"
06e259bc-9ec3-491c-85cc-70ca92c021b5,"{""active"":true,""adminFee"":0,""basePrice"":10800,""code"":""INDST10"",""createdAt"":""2018-01-05T00:00:00Z"",""description"":"""",""id"":""d078c6ca-10a8-4dc2-8057-2292bbe427b4"",""name"":""Indosat 10.000"",""operatorCode"":""indosat"",""partnerId"":""e6cfd614-5dad-416d-9528-5c2cf524d9f7"",""problem"":false,""status"":true,""type"":""mobile"",""userAdminFee"":0,""userSellPrice"":0,""version"":1}"
06e463ed-f4ff-4445-b044-29bb91847039,"{""active"":true,""adminFee"":2750,""basePrice"":20015,""code"":""PLN20"",""createdAt"":""2018-01-05T00:00:00Z"",""description"":"""",""id"":""0e474a15-68ae-4c01-b8b9-b26af6237ce1"",""name"":""PLN 20.000"",""operatorCode"":""pln"",""partnerId"":""e6cfd614-5dad-416d-9528-5c2cf524d9f7"",""problem"":false,""status"":true,""type"":""electricity"",""userAdminFee"":0,""userSellPrice"":0,""version"":1}"
06e4c105-a371-4356-b4c8-21745829fc5e,"{""active"":true,""adminFee"":0,""basePrice"":96550,""code"":""TLKM100"",""createdAt"":""2018-01-05T00:00:00Z"",""description"":"""",""id"":""219467ee-78ae-4388-8593-e630f4f40b96"",""name"":""Telkomsel 100.000"",""operatorCode"":""telkomsel"",""partnerId"":""e6cfd614-5dad-416d-9528-5c2cf524d9f7"",""problem"":false,""status"":true,""type"":""mobile"",""userAdminFee"":0,""userSellPrice"":0,""version"":1}"
06f19244-3f74-47f4-96a1-0b61e8b0d8be,"{""active"":true,""adminFee"":0,""basePrice"":80352,""code"":""DATA_XL_XTRACOMBO12"",""createdAt"":""2018-01-05T00:00:00Z"",""description"":""Xtra Combo 10GB 2G/3G/4G + 10G Youtube 24Jam + 30 menit Tlp all operator + Youtube Tanpa Kuota jam 01:00-06:00 (30 hari)"",""id"":""61c76442-b10f-4d90-8270-ad61e1d62051"",""name"":""XTRA Combo 10GB+10GB"",""operatorCode"":""xl_data"",""partnerId"":""e6cfd614-5dad-416d-9528-5c2cf524d9f7"",""problem"":false,""status"":true,""type"":""data"",""userAdminFee"":0,""userSellPrice"":0,""version"":1}"
06f1b157-484f-466e-8dfc-e60f1373db82,"{""active"":true,""adminFee"":0,""basePrice"":1270,""code"":""TLKM1"",""createdAt"":""2018-01-05T00:00:00Z"",""description"":"""",""id"":""9fe821b6-b29a-4753-b496-01cb19a1cf08"",""name"":""Telkomsel 1.000"",""operatorCode"":""telkomsel"",""partnerId"":""e6cfd614-5dad-416d-9528-5c2cf524d9f7"",""problem"":false,""status"":true,""type"":""mobile"",""userAdminFee"":0,""userSellPrice"":0,""version"":1}"
070b78a0-b6cb-4c69-9bd8-e14ac9a9f5bc,"{""active"":true,""adminFee"":0,""basePrice"":10700,""code"":""XL10"",""createdAt"":""2018-01-05T00:00:00Z"",""description"":"""",""id"":""312c0b02-680c-40f5-ac1c-fd67bf6da380"",""name"":""XL 10.000"",""operatorCode"":""xl"",""partnerId"":""e6cfd614-5dad-416d-9528-5c2cf524d9f7"",""problem"":false,""status"":true,""type"":""mobile"",""userAdminFee"":0,""userSellPrice"":0,""version"":1}"
070fa78e-3fbb-4d82-9e9c-6702a235c429,"{""active"":true,""adminFee"":0,""basePrice"":3575,""code"":""DATA_INDSTY1"",""createdAt"":""2018-01-05T00:00:00Z"",""description"":"""",""id"":""0f6ce4d4-0f98-4ca4-b011-3ce5bcc4ed8e"",""name"":""Indosat Yellow 1GB (masa aktif 1 hari)"",""operatorCode"":""indosat_data"",""partnerId"":""e6cfd614-5dad-416d-9528-5c2cf524d9f7"",""problem"":false,""status"":true,""type"":""data"",""userAdminFee"":0,""userSellPrice"":0,""version"":1}"
07160b43-8aa5-4209-9bdc-c325440f7ec1,"{""active"":true,""adminFee"":0,""basePrice"":5700,""code"":""TLKM5"",""createdAt"":""2018-01-05T00:00:00Z"",""description"":"""",""id"":""33df9a89-15c8-4992-99ac-21d73719e4e3"",""name"":""Telkomsel 5.000"",""operatorCode"":""telkomsel"",""partnerId"":""e6cfd614-5dad-416d-9528-5c2cf524d9f7"",""problem"":false,""status"":true,""type"":""mobile"",""userAdminFee"":0,""userSellPrice"":0,""version"":1}"
073039b9-2c75-4706-a21a-9e5f2643893d,"{""active"":true,""adminFee"":0,""basePrice"":3575,""code"":""DATA_INDSTY1"",""createdAt"":""2018-01-05T00:00:00Z"",""description"":"""",""id"":""0f6ce4d4-0f98-4ca4-b011-3ce5bcc4ed8e"",""name"":""Indosat Yellow 1GB (masa aktif 1 hari)"",""operatorCode"":""indosat_data"",""partnerId"":""e6cfd614-5dad-416d-9528-5c2cf524d9f7"",""problem"":false,""status"":true,""type"":""data"",""userAdminFee"":0,""userSellPrice"":0,""version"":1}"
07413e87-1c4c-4c4e-808c-4cf78be84e9b,"{""active"":true,""adminFee"":0,""basePrice"":49250,""code"":""AXIS50"",""createdAt"":""2018-01-05T00:00:00Z"",""description"":"""",""id"":""b46bc8ff-eeec-4a07-a366-5eb721e2493d"",""name"":""Axis 50.000"",""operatorCode"":""axis"",""partnerId"":""e6cfd614-5dad-416d-9528-5c2cf524d9f7"",""problem"":false,""status"":true,""type"":""mobile"",""userAdminFee"":0,""userSellPrice"":0,""version"":1}"
074f6db9-e873-4361-9437-e9f40d27ad1c,"{""active"":true,""adminFee"":0,""basePrice"":96550,""code"":""TLKM100"",""createdAt"":""2018-01-05T00:00:00Z"",""description"":"""",""id"":""219467ee-78ae-4388-8593-e630f4f40b96"",""name"":""Telkomsel 100.000"",""operatorCode"":""telkomsel"",""partnerId"":""e6cfd614-5dad-416d-9528-5c2cf524d9f7"",""problem"":false,""status"":true,""type"":""mobile"",""userAdminFee"":0,""userSellPrice"":0,""version"":1}"
0758e35b-8c91-45d4-b3e6-5087f3cdde0e,"{""active"":true,""adminFee"":0,""basePrice"":10225,""code"":""TLKM10"",""createdAt"":""2018-01-05T00:00:00Z"",""description"":"""",""id"":""be5e94ac-b4de-496e-8dcf-1cd51ab29a4d"",""name"":""Telkomsel 10.000"",""operatorCode"":""telkomsel"",""partnerId"":""e6cfd614-5dad-416d-9528-5c2cf524d9f7"",""problem"":false,""status"":true,""type"":""mobile"",""userAdminFee"":0,""userSellPrice"":0,""version"":1}"
0764da91-c874-4384-a418-3497609124da,"{""active"":true,""adminFee"":0,""basePrice"":5700,""code"":""TLKM5"",""createdAt"":""2018-01-05T00:00:00Z"",""description"":"""",""id"":""33df9a89-15c8-4992-99ac-21d73719e4e3"",""name"":""Telkomsel 5.000"",""operatorCode"":""telkomsel"",""partnerId"":""e6cfd614-5dad-416d-9528-5c2cf524d9f7"",""problem"":false,""status"":true,""type"":""mobile"",""userAdminFee"":0,""userSellPrice"":0,""version"":1}"
07661e2e-366b-4760-b95c-b54657599c31,"{""active"":true,""adminFee"":0,""basePrice"":24625,""code"":""XL25"",""createdAt"":""2018-01-05T00:00:00Z"",""description"":"""",""id"":""2e052484-ec93-420d-9a83-f218990e9166"",""name"":""XL 25.000"",""operatorCode"":""xl"",""partnerId"":""e6cfd614-5dad-416d-9528-5c2cf524d9f7"",""problem"":false,""status"":true,""type"":""mobile"",""userAdminFee"":0,""userSellPrice"":0,""version"":1}"
07829b3c-c7b9-4148-9b01-c3a7a318703f,"{""active"":true,""adminFee"":0,""basePrice"":49500,""code"":""DATA_TLKM50"",""createdAt"":""2018-01-05T00:00:00Z"",""description"":""800MB s/d 1.5GB + 1GB bonus tengah malam + 3GB bonus VideoMax  / GiTA Ads (sesuai zona)"",""id"":""37314047-fea7-43fa-a8fa-6d1bc51f9d0d"",""name"":""Telkomsel Data 50.000"",""operatorCode"":""telkomsel_data"",""partnerId"":""e6cfd614-5dad-416d-9528-5c2cf524d9f7"",""problem"":false,""status"":true,""type"":""data"",""userAdminFee"":0,""userSellPrice"":0,""version"":1}"
07848241-85c4-4971-8a90-21711a7b4ced,"{""active"":true,""adminFee"":0,""basePrice"":3575,""code"":""DATA_INDSTY1"",""createdAt"":""2018-01-05T00:00:00Z"",""description"":"""",""id"":""0f6ce4d4-0f98-4ca4-b011-3ce5bcc4ed8e"",""name"":""Indosat Yellow 1GB (masa aktif 1 hari)"",""operatorCode"":""indosat_data"",""partnerId"":""e6cfd614-5dad-416d-9528-5c2cf524d9f7"",""problem"":false,""status"":true,""type"":""data"",""userAdminFee"":0,""userSellPrice"":0,""version"":1}"
078948a3-df66-4e1c-a68d-b7e67a92ebe9,"{""active"":true,""adminFee"":1500,""basePrice"":800,""code"":""PP_HALO"",""createdAt"":""2018-01-05T00:00:00Z"",""description"":"""",""id"":""071e3d3d-75ee-4a8c-87b9-d2e54c28f90c"",""name"":""Telkomsel Pascabayar"",""operatorCode"":""telkomsel_postpaid"",""partnerId"":""e6cfd614-5dad-416d-9528-5c2cf524d9f7"",""problem"":false,""status"":true,""type"":""mobile_postpaid"",""userAdminFee"":0,""userSellPrice"":0,""version"":1}"
0799e1ec-4266-48bc-82e4-f1f7a94518d2,"{""active"":true,""adminFee"":0,""basePrice"":49200,""code"":""TLKM50"",""createdAt"":""2018-01-05T00:00:00Z"",""description"":"""",""id"":""4f66ff7e-2bda-42a0-ad14-71ff6da3da20"",""name"":""Telkomsel 50.000"",""operatorCode"":""telkomsel"",""partnerId"":""e6cfd614-5dad-416d-9528-5c2cf524d9f7"",""problem"":false,""status"":true,""type"":""mobile"",""userAdminFee"":0,""userSellPrice"":0,""version"":1}"
079a9fb8-03e5-4f31-9dd2-4cd823cb52a3,"{""active"":true,""adminFee"":0,""basePrice"":14775,""code"":""XL15"",""createdAt"":""2018-01-05T00:00:00Z"",""description"":"""",""id"":""37aadb3b-c406-4ca7-b09a-ad379cce690c"",""name"":""XL 15.000"",""operatorCode"":""xl"",""partnerId"":""e6cfd614-5dad-416d-9528-5c2cf524d9f7"",""problem"":false,""status"":true,""type"":""mobile"",""userAdminFee"":0,""userSellPrice"":0,""version"":1}"
079cac49-e95f-4b29-af32-70396cb77059,"{""active"":true,""adminFee"":0,""basePrice"":53593,""code"":""DATA_XL_XTRACOMBO6"",""createdAt"":""2018-01-05T00:00:00Z"",""description"":""Xtra Combo 5GB 2G/3G/4G + 5G Youtube 24Jam + 20 menit Tlp all operator + Youtube Tanpa Kuota jam 01:00-06:00 (30 hari)"",""id"":""55d89422-db9d-4963-9f8f-d3a981fe7346"",""name"":""XTRA Combo 5GB+5GB"",""operatorCode"":""xl_data"",""partnerId"":""e6cfd614-5dad-416d-9528-5c2cf524d9f7"",""problem"":false,""status"":true,""type"":""data"",""userAdminFee"":0,""userSellPrice"":0,""version"":1}"
079cc153-2d68-4082-b616-9961af7787d4,"{""active"":true,""adminFee"":0,""basePrice"":96550,""code"":""TLKM100"",""createdAt"":""2018-01-05T00:00:00Z"",""description"":"""",""id"":""219467ee-78ae-4388-8593-e630f4f40b96"",""name"":""Telkomsel 100.000"",""operatorCode"":""telkomsel"",""partnerId"":""e6cfd614-5dad-416d-9528-5c2cf524d9f7"",""problem"":false,""status"":true,""type"":""mobile"",""userAdminFee"":0,""userSellPrice"":0,""version"":1}"
079fd69a-340a-4156-a44c-b755f40924c8,"{""active"":true,""adminFee"":0,""basePrice"":5125,""code"":""DATA_INDSTY3"",""createdAt"":""2018-01-05T00:00:00Z"",""description"":"""",""id"":""ec355354-02fc-4b43-9619-96f69a577974"",""name"":""Indosat Yellow  1GB (masa aktif 3 hari)"",""operatorCode"":""indosat_data"",""partnerId"":""e6cfd614-5dad-416d-9528-5c2cf524d9f7"",""problem"":false,""status"":true,""type"":""data"",""userAdminFee"":0,""userSellPrice"":0,""version"":1}"
07b42f4b-9e91-4a40-94d2-644c875c05a0,"{""active"":true,""adminFee"":2750,""basePrice"":100015,""code"":""PLN100"",""createdAt"":""2018-01-05T00:00:00Z"",""description"":"""",""id"":""948338bb-1896-4243-982f-946ccf23633e"",""name"":""PLN 100.000"",""operatorCode"":""pln"",""partnerId"":""e6cfd614-5dad-416d-9528-5c2cf524d9f7"",""problem"":false,""status"":true,""type"":""electricity"",""userAdminFee"":0,""userSellPrice"":0,""version"":1}"
07ba5c35-7021-4624-8f61-5e3133cf4dee,"{""active"":true,""adminFee"":0,""basePrice"":49200,""code"":""TLKM50"",""createdAt"":""2018-01-05T00:00:00Z"",""description"":"""",""id"":""4f66ff7e-2bda-42a0-ad14-71ff6da3da20"",""name"":""Telkomsel 50.000"",""operatorCode"":""telkomsel"",""partnerId"":""e6cfd614-5dad-416d-9528-5c2cf524d9f7"",""problem"":false,""status"":true,""type"":""mobile"",""userAdminFee"":0,""userSellPrice"":0,""version"":1}"
07c3e906-1bc0-46a6-8049-c0b4f65ee99e,"{""active"":true,""adminFee"":0,""basePrice"":49200,""code"":""TLKM50"",""createdAt"":""2018-01-05T00:00:00Z"",""description"":"""",""id"":""4f66ff7e-2bda-42a0-ad14-71ff6da3da20"",""name"":""Telkomsel 50.000"",""operatorCode"":""telkomsel"",""partnerId"":""e6cfd614-5dad-416d-9528-5c2cf524d9f7"",""problem"":false,""status"":true,""type"":""mobile"",""userAdminFee"":0,""userSellPrice"":0,""version"":1}"
07c87862-b4c6-444d-b2d0-73a3a7f753d3,"{""active"":true,""adminFee"":0,""basePrice"":49200,""code"":""TLKM50"",""createdAt"":""2018-01-05T00:00:00Z"",""description"":"""",""id"":""4f66ff7e-2bda-42a0-ad14-71ff6da3da20"",""name"":""Telkomsel 50.000"",""operatorCode"":""telkomsel"",""partnerId"":""e6cfd614-5dad-416d-9528-5c2cf524d9f7"",""problem"":false,""status"":true,""type"":""mobile"",""userAdminFee"":0,""userSellPrice"":0,""version"":1}"
